Activo,dt_revision,Estado,version,Codificacion,Nombre comercial,pvp,Genes,Espe. principal,Especialidades,review,Espe. notas,sharepoint
SI,2023-07-05 00:00:00,APPROVED,4.0,EXN1199,ExoNIM® Dirigido Cardiomiopatía dilatada,1150,"ABCC9, ACTC1, ACTN2, ANKRD1, BAG3, BAG5, CRYAB, CSRP3, DES, DMD, DSG2, DSP, EPG5, EYA4, FKTN, FLNC, GATAD1, GET3, HAMP, HFE, HJV, IDH2, ILK, JPH2, LAMA4, LDB3, LMNA, LMOD2, MYBPC3, MYH6, MYH7, MYL2, MYL3, MYPN, NEXN, NKX2-5, PDLIM3, PKP2, PLN, PPCS, PPP1R13L, PRDM16, PSEN1, PSEN2, RAF1, RBM20, RPL3L, SCN5A, SDHA, SGCD, SLC40A1, SPEG, TAFAZZIN, TBX20, TCAP, TFR2, TNNC1, TNNI3, TNNI3K, TNNT2, TPM1, TTN, VCL, VEZF1",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V3_EXN1199_ExoNIM%C2%AE%20Dirigido%20Cardiomiopat%C3%ADa%20dilatada.xlsx?d=w2aa826cc961644d3b2e595ba6474ceda&csf=1&web=1&e=yxd9ae
SI,2023-07-05 00:00:00,APPROVED,2.0,EXN1200,ExoNIM® Dirigido Miocardiopatía no compactada,1500,"ACTC1, DTNA, LDB3, MIB1, MYBPC3, MYH7, PRDM16, TAFAZZIN, TNNT2, TPM1",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1200_ExoNIM%C2%AE%20Dirigido%20Miocardiopatia%20no%20compacta.xlsx?d=w702f18f195f24b2cbc24bbfb60d0d8ac&csf=1&web=1&e=gG7LAF
SI,2023-07-05 00:00:00,APPROVED,2.0,EXN1202,ExoNIM® Dirigido Síndrome Ehlers-Danlos,1150,"ADAMTS2, AEBP1, B3GALT6, B4GALT7, C1R, C1S, CHST14, COL12A1, COL1A1, COL1A2, COL3A1, COL5A1, COL5A2, DSE, FKBP14, PLOD1, PRDM5, SLC39A13, TNXB, ZNF469",Cardiología(4),"Cardiología,Dermatología,Malformaciones,Reumatología",,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1202_ExoNIM%C2%AE%20Dirigido%20S%C3%ADndrome%20Ehlers-Danlos.xlsx?d=w11554cc3301a49888ba28178b16e7cd9&csf=1&web=1&e=L1e4Gr
SI,2023-07-05 00:00:00,APPROVED,2.0,EXN1203,ExoNIM® Dirigido Síndrome de Marfan,1150,"ACTA2, BGN, CBS, COL11A1, COL11A2, COL1A1, COL2A1, COL3A1, COL5A1, COL5A2, COL9A1, COL9A2, COL9A3, FBN1, FBN2, FMR1, FOXE3, IPO8, LOX, MAT2A, MFAP5, MYH11, MYLK, PLOD1, PRKG1, SKI, SLC2A10, SMAD2, SMAD3, TGFB2, TGFB3, TGFBR1, TGFBR2",Cardiología(6),"Cardiología,Malformaciones,Neumología,Oftalmología,Pediatría,Reumatología",,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1203_ExoNIM%C2%AE%20Dirigido%20S%C3%ADndrome%20de%20Marfan.xlsx?d=wb61a349ec867416ca2db320e06465973&csf=1&web=1&e=INpaE9
SI,2023-07-05 00:00:00,APPROVED,2.0,EXN1204,ExoNIM® Dirigido Sindrome Loeys-Dietz,1150,"COL3A1, IPO8, SMAD2, SMAD3, TGFB2, TGFB3, TGFBR1, TGFBR2",Cardiología(3),"Cardiología,Malformaciones,Pediatría",,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1204_ExoNIM%C2%AE%20Dirigido%20Sindrome%20de%20Loeys-Dietz.xlsx?d=w88e76176a1ff4b8ea56b274a6925bab8&csf=1&web=1&e=rcADZi
SI,2023-07-04 00:00:00,APPROVED,2.0,EXN1153,ExoNIM® Dirigido a Sindrome de Brugada,1150,"ANK2, CACNA1C, CACNB2, GPD1L, HCN4, KCND3, KCNE3, KCNE5, RANGRF, SCN1B, SCN2B, SCN3B, SCN5A, SLMAP, TRPM4",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1153_ExoNIM%C2%AE%20Dirigido%20a%20Sindrome%20de%20Brugada.xlsx?d=waec722a5b22a4d7a82597004c222ac78&csf=1&web=1&e=xfdwSZ
SI,2023-07-04 00:00:00,APPROVED,1.0,EXN1189,ExoNIM® Dirigido Sindrome QT largo,1150,"AKAP9, ALG10B, ANK2, CACNA1C, CALM1, CALM2, CALM3, CAV3, KCNE1, KCNE2, KCNH2, KCNJ2, KCNJ5, KCNQ1, SCN4B, SCN5A, SNTA1",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V1_EXN1189_ExoNIM%C2%AE%20Dirigido%20Sindrome%20QT%20largo.xlsx?d=wc2ccdd0e6dd14b2e9f9ea76543d591a7&csf=1&web=1&e=EEqlx0
SI,2023-07-04 00:00:00,APPROVED,2.0,EXN1190,ExoNIM® Dirigido Sindrome QT acortado,1150,"CACNA1C, CACNA2D1, CACNB2, KCNH2, KCNJ2, KCNQ1, SCN5A, SLC4A3",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1190_ExoNIM%C2%AE%20Dirigido%20Sindrome%20QT%20acortado.xlsx?d=wb2f9728d61d24089a16af5ab409fbcbe&csf=1&web=1&e=OQB8Vn
SI,2023-07-04 00:00:00,APPROVED,2.0,EXN1191,ExoNIM® Dirigido Arritmia Ventricular,1150,"CALM1, CALM2, CALM3, CASQ2, CDH2, CTNNA3, DES, DSC2, DSG2, DSP, FLNC, JUP, LMNA, PKP2, PLN, RYR2, TECRL, TGFB3, TMEM43, TRDN",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1191_ExoNIM%C2%AE%20Dirigido%20Arritmia%20Ventricular.xlsx?d=w60f8d5b4ea4e466bbe77a886ec71e0f5&csf=1&web=1&e=rBDSMo
SI,2023-07-04 00:00:00,APPROVED,2.0,EXN1192,ExoNIM® Dirigido Taquicardia ventricular catecolaminérgica polimórfica (CPVT),1150,"CALM1, CALM2, CALM3, CASQ2, RYR2, TECRL, TRDN",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1192_ExoNIM%C2%AE%20Dirigido%20Taquicardia%20ventricular%20catecolamin%C3%A9rgica%20polim%C3%B3rfica%20(CPVT).xlsx?d=w5c992dfea7c948859fd825c0e53af966&csf=1&web=1&e=wCqTe2
SI,2023-07-04 00:00:00,APPROVED,2.0,EXN1193,ExoNIM®  Miocardiopatía/Displasia arritmogénica de ventriculo derecho,1150,"CDH2, CTNNA3, DES, DSC2, DSG2, DSP, FLNC, JUP, LMNA, PKP2, PLN, TGFB3, TMEM43",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V2_EXN1193_ExoNIM%C2%AE%20Cardiomiopat%C3%ADa%20ventricular%20arritmog%C3%A9nica%20derecha%20(ARVC).xlsx?d=wd9a6b84ae03c479ba0056075ad81f406&csf=1&web=1&e=6QdCQQ
SI,2023-07-03 00:00:00,APPROVED,3.0,EXN1097,ExoNIM® Dirigido a Cardiopatías congénitas,1150,"AARS2, ABCC9, ABL1, ACAD9, ACADVL, ACTA1, ACTA2, ACTB, ACTC1, ACTN2, ACVR1, ACVR2B, ADAMTS10, ADAMTS19, AGK, ALMS1, ALPK3, AMER1, ANKRD1, ANKRD11, B3GAT3, BAG3, BCOR, BMPR2, BRAF, CACNA1C, CBL, CDH2, CDK13, CFAP53, CHD4, CHD7, CITED2, COA5, COA6, COL1A1, COL1A2, COL3A1, COL5A1, COL5A2, COX10, COX15, CPT2, CREBBP, CRELD1, CSRP3, CTNND1, DES, DHCR7, DMD, DNAJC19, DOLK, DSC2, DSG2, DSP, DTNA, EFEMP2, EFTUD2, EHMT1, EIF2AK4, ELN, EMD, EP300, EPG5, EVC, EVC2, EYA4, FBN1, FBN2, FHL1, FHOD3, FKTN, FLNA, FLNC, FOXC1, FOXF1, FOXH1, FOXP1, GAA, GATA4, GATA5, GATA6, GDF1, GJA1, GJA5, GPC3, GUSB, HADHA, HADHB, HAND1, HAND2, HRAS, HYAL2, IDH2, IDUA, JAG1, JPH2, JUP, KANSL1, KAT6B, KCNJ8, KDM6A, KMT2D, KRAS, LAMP2, LMNA, LMOD2, LZTR1, MAP2K1, MAP2K2, MAPKAPK5, MCTP2, MED12, MED13L, MEIS2, MFAP5, MIB1, MID1, MLYCD, MMP21, MRAS, MRPL44, MYBPC3, MYCN, MYH11, MYH6, MYH7, MYL2, MYL3, MYLK, MYLK3, MYPN, NDUFA11, NDUFA2, NDUFAF1, NDUFB11, NDUFS2, NDUFS8, NDUFV2, NEXN, NF1, NIPBL, NKX2-5, NKX2-6, NODAL, NONO, NOTCH1, NOTCH2, NOTCH3, NR2F2, NRAP, NRAS, NSD1, NSDHL, PCCA, PCCB, PDGFRA, PKP2, PLD1, PLN, PLOD1, PPA2, PPCS, PPP1CB, PPP1R13L, PRKAG2, PRKD1, PRKG1, PTPN11, RAF1, RAI1, RASA1, RASA2, RBM10, RBM20, RIT1, RRAGD, RRAS, RYR2, SALL1, SALL4, SCN5A, SCO1, SCO2, SEMA3E, SHOC2, SLC22A5, SLC25A20, SLC25A4, SLC2A10, SMAD2, SMAD3, SMAD4, SMAD6, SOS1, SOS2, SOX9, SPECC1L, SPEG, SPRED1, SPRED2, TAB2, TAFAZZIN, TBX1, TBX20, TBX5, TFAP2B, TGDS, TGFB2, TGFB3, TGFBR1, TGFBR2, TLL1, TMEM43, TMEM70, TMEM94, TNNC1, TNNI3, TNNI3K, TNNT2, TPM1, TRAF7, TSFM, TTN, TTR, UPF3B, VCL, ZDHHC9, ZEB2, ZFPM2, ZIC3",Cardiología(3),"Cardiología,Malformaciones,Pediatría",,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V3_EXN1097_ExoNIM%C2%AE%20Dirigido%20a%20Cardiopati%CC%81as%20conge%CC%81nitas.xlsx?d=w0580e7f69cef4b36a00438ffadff05bb&csf=1&web=1&e=GDZbJ8
SI,2023-07-03 00:00:00,APPROVED,1.0,EXN1201,ExoNIM® Dirigido Cardiomiopatía restrictiva (RCM),1150,"FLNC, KIF20A, MYPN, TNNI3, TNNT2",Cardiología(1),Cardiología,,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Cardiologia/V1_EXN1201_ExoNIM%C2%AE%20Dirigido%20Cardiomiopat%C3%ADa%20restrictiva%20(RCM).xlsx?d=w0c9009901f4b42acb20ba90261bb81ad&csf=1&web=1&e=EHTPzU
SI,2023-07-02 00:00:00,APPROVED,2.0,EXN1110,ExoNIM® Dirigido a Síndrome de Hermansky‐Pudlak,1150,"AP3B1, AP3D1, BLOC1S3, BLOC1S5, BLOC1S6, DTNBP1, HPS1, HPS3, HPS4, HPS5, HPS6","Malformaciones,Oftalmología(8)","Dermatología,Digestivo,Hematología,Inmunología,Malformaciones,Neumología,Oftalmología,Pediatría","MALFORMACIONES,OFTALMOLOGÍA",,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V2_EXN1110_ExoNIM%C2%AE%20Dirigido%20a%20S%C3%ADndrome%20de%20Hermansky%E2%80%90Pudlak.xlsx?d=wbe84e756d7fa44cf8ad9c4021c4a4f1b&csf=1&web=1&e=rIoUcJ
SI,2023-07-02 00:00:00,APPROVED,2.0,EXN1140,ExoNIM® Dirigido a Neuro-Oftalmología,1150,"ACO2, AFG3L2, ALPK1, ANTXR1, AP3B1, APTX, ATAD3A, ATG7, AUH, BLOC1S3, BLOC1S6, C19orf12, CACNA1A, CACNA1F, CASK, CISD2, CNGA3, CNGB3, COL25A1, DGUOK, DNA2, DNAJC19, DNAJC30, DNM1L, DTNBP1, EPRS1, FDXR, FRMD7, GNAT2, GPR143, HESX1, HPS1, HPS3, HPS4, HPS5, HPS6, ISCA2, KIF21A, LRMDA, LYST, MANBA, MECR, MFF, MFN2, MITF, MLPH, MT-ATP6, MT-ND1, MT-ND4, MT-ND6, MTPAP, MTRFR, MYO5A, NBAS, NDUFA12, NDUFS1, NR2F1, NYX, OCA2, OPA1, OPA3, OPN1LW, OPN1MW, OTX2, PAX6, PDE6C, PDE6H, PHOX2A, POLG, POLG2, PRPS1, RAB27A, RNASEH1, ROBO1, ROBO3, RRM2B, RTN4IP1, SACS, SALL4, SETX, SLC24A5, SLC25A4, SLC25A46, SLC38A8, SLC44A1, SLC45A2, SLC52A2, SOX2, SPG7, SSBP1, STRA6, TFG, TK2, TMEM126A, TOP3A, TSFM, TUBB3, TULP1, TWNK, TYMP, TYR, TYROBP, TYRP1, UCHL1, VPS13B, WFS1, YME1L1, ZNHIT3","Neurología,Oftalmología(2)","Neurología,Oftalmología","NEUROLOGÍA,OFTALMOLOGÍA",,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V2_EXN1140_ExoNIM%C2%AE%20Dirigido%20a%20Neuro-Oftalmolog%C3%ADa.xlsx?d=wdfd35612553142779fed3b2144e8c65d&csf=1&web=1&e=TYi9yd
SI,2023-07-02 00:00:00,APPROVED,3.0,EXN1143,ExoNIM® Dirigido a Atrofia óptica,1150,"ACO2, AFG3L2, ANTXR1, ATAD3A, AUH, C19orf12, CISD2, DNAJC19, DNM1L, FDXR, ISCA2, MECR, MFN2, MT-ATP6, MTPAP, MTRFR, NBAS, NDUFS1, NR2F1, OPA1, OPA3, PRPS1, RTN4IP1, SLC25A46, SLC44A1, SLC52A2, SNX10, SPG7, SSBP1, TMEM126A, TSFM, UCHL1, VPS13B, WFS1, YME1L1, ZNHIT3",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1143_ExoNIM%C2%AE%20Dirigido%20a%20Atrofia%20%C3%B3ptica.xlsx?d=w935aff4eb16c438a96335728e513d4fe&csf=1&web=1&e=U3tWU6
SI,2023-06-30 00:00:00,APPROVED,2.0,EXN1085,ExoNIM® Dirigido a Cataratas congénitas,1150,"ABCB6, ABHD12, ADAMTS10, ADAMTSL4, AGK, AGPS, ALDH18A1, ANAPC1, ATAD3A, B3GLCT, BCOR, BFSP1, BFSP2, CDK9, CHMP4B, COG4, COL11A1, COL18A1, COL2A1, COL4A1, CRYAA, CRYAB, CRYBA1, CRYBA2, CRYBA4, CRYBB1, CRYBB2, CRYBB3, CRYGB, CRYGC, CRYGD, CRYGS, CTDP1, CYP27A1, CYP51A1, DHCR7, DNMBP, EIF2B2, EPHA2, ERCC2, ERCC3, ERCC5, ERCC6, ERCC8, EYA1, FAR1, FOXE3, FTL, FYCO1, GALK1, GALT, GCNT2, GFER, GJA1, GJA3, GJA8, GNPAT, GTF2H5, HMX1, HSF4, HTRA2, HYCC1, INPP5K, INTS1, JAM3, LCAT, LEMD2, LIM2, LONP1, LSS, MAF, MAN2B1, MED27, MIP, MSMO1, MYH9, NACC1, NDP, NF2, NHS, NUP188, OCRL, OPA3, P3H2, PANK4, PAX6, PEX1, PEX10, PEX11B, PEX12, PEX13, PEX14, PEX16, PEX19, PEX2, PEX26, PEX3, PEX5, PEX6, PEX7, PIK3C2A, PITX3, PLOD3, POLG, PXDN, RAB18, RAB3GAP1, RAB3GAP2, SC5D, SIL1, SIPA1L3, SLC16A12, SLC2A1, SLC33A1, SRD5A3, SREBF1, TBC1D20, TDRD7, TFAP2A, TMEM70, TRPM3, UNC45B, VIM, VPS4A, VSX2, WFS1, WRN, XYLT2, ZNF526",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V2_EXN1085_ExoNIM%C2%AE%20Dirigido%20a%20Cataratas%20cong%C3%A9nitas.xlsx?d=w97b2a709e7074309b5c6f17f2078f510&csf=1&web=1&e=V5rnOA
SI,2023-06-30 00:00:00,APPROVED,2.0,EXN1107,ExoNIM® Dirigido a Albinismo,1150,"AP3B1, AP3D1, ASIP, BLOC1S3, BLOC1S5, BLOC1S6, DCT, DTNBP1, GPR143, HERC2, HPS1, HPS3, HPS4, HPS5, HPS6, IRF4, KITLG, LRMDA, LYST, MC1R, MITF, MLPH, MYO5A, OCA2, RAB27A, SLC24A4, SLC24A5, SLC45A2, TPCN2, TYR, TYRP1",Oftalmología(4),"Dermatología,Malformaciones,Oftalmología,Pediatría",OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V2_EXN1107_ExoNIM%C2%AE%20Dirigido%20a%20Albinismo.xlsx?d=w6674cc38c9b44db784db5869d7be3045&csf=1&web=1&e=ppjtZY
SI,2023-06-25 00:00:00,APPROVED,3.0,EXN1004,"ExoNIM® Dirigido a Acromatopsia, Distrofía de Bastones y Conos",1150,"ABCA4, ADAM9, AIPL1, ARL3, ATF6, CABP4, CACNA1F, CACNA2D4, CDHR1, CEP250, CEP290, CEP78, CFAP418, CNGA3, CNGB3, CNNM4, CRX, DRAM2, GNAT2, GUCA1A, GUCY2D, KCNV2, OPN1LW, OPN1MW, PCARE, PCYT1A, PDE6C, PDE6H, PITPNM3, POC1B, PROM1, RAB28, RAX2, RBP4, RDH5, RGS9, RIMS1, RPGR, RPGRIP1, SEMA4A, TLCD3B, TTLL5, UNC119",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,"https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1004_ExoNIM%C2%AE%20Dirigido%20a%20Acromatopsia,%20Distrof%C3%ADa%20de%20Bastones%20y%20Conos.xlsx?d=wf8c78a6797d24f96bce4262f04240f8c&csf=1&web=1&e=NNtUAo"
SI,2023-06-25 00:00:00,APPROVED,3.0,EXN1013,ExoNIM® Dirigido a Retinosis Pigmentaria,1150,"ABCA4, ABHD12, ADGRA3, ADIPOR1, AGBL5, AHR, AIPL1, AMACR, ARHGEF18, ARL2BP, ARL3, ARL6, BBS1, BBS2, BEST1, C1QTNF5, CA4, CC2D2A, CDHR1, CERKL, CFAP418, CHM, CLCC1, CLN3, CLRN1, CNGA1, CNGB1, CRB1, CRX, CWC27, CYP4V2, DHDDS, DHX38, EMC1, ENSA, EYS, FAM161A, FLVCR1, FSCN2, GUCA1B, GUCY2D, HGSNAT, HK1, HKDC1, IDH3A, IDH3B, IFT140, IFT172, IFT43, IMPDH1, IMPG1, IMPG2, KIAA1549, KIF3B, KIZ, KLHL7, LRAT, MAK, MERTK, MVK, NEK2, NEUROD1, NR2E3, NRL, OFD1, PCARE, PDE6A, PDE6B, PDE6G, POMGNT1, PRCD, PROM1, PROS1, PRPF3, PRPF31, PRPF4, PRPF6, PRPF8, PRPH, PRPH2, RAX2, RBP3, RBP4, RDH12, REEP6, RGR, RHO, RLBP1, ROM1, RP1, RP1L1, RP2, RP9, RPE65, RPGR, RPGRIP1, SAG, SAMD11, SCAPER, SEMA4A, SLC7A14, SNRNP200, SPATA7, SPP2, TOPORS, TRNT1, TTC8, TULP1, USH2A, ZNF408, ZNF513",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1013_ExoNIM%C2%AE%20Dirigido%20a%20Retinosis%20Pigmentaria.xlsx?d=w849dbd52538a4f8e8a4f46884c48c49b&csf=1&web=1&e=1AtVjg
SI,2023-06-25 00:00:00,APPROVED,3.0,EXN1035,ExoNIM® Dirigido a Síndrome de Usher,1150,"ABHD12, ADGRV1, ARSG, CDH23, CEP250, CEP78, CIB2, CLRN1, ESPN, HARS1, MYO7A, PCDH15, PDZD7, TUBB4B, USH1C, USH1G, USH2A, WHRN","Oftalmología,Otorrinolaringología(2)","Oftalmología,Otorrinolaringología",OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1035_ExoNIM%C2%AE%20Dirigido%20a%20S%C3%ADndrome%20de%20Usher.xlsx?d=w83e0b600c9064da1a777a01407b214c9&csf=1&web=1&e=eTUqGr
SI,2023-06-25 00:00:00,APPROVED,3.0,EXN1048,ExoNIM® Dirigido a Amaurosis Congénita de Leber,1150,"AIPL1, CEP290, CRB1, CRX, GDF6, GUCY2D, IMPDH1, IQCB1, KCNJ13, LCA5, LRAT, MERTK, NMNAT1, PRPH2, RD3, RDH12, ROM1, RPE65, RPGRIP1, SPATA7, TUBB4B, TULP1, USP45",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1048_ExoNIM%C2%AE%20Dirigido%20a%20Amaurosis%20Conge%CC%81nita%20de%20Leber.xlsx?d=w1b6ab4fd6d2b4d32919a2d4f042c7341&csf=1&web=1&e=vBG4gt
SI,2023-06-25 00:00:00,APPROVED,3.0,EXN1083,ExoNIM® Dirigido a Distrofia macular y Enfermedad de Stargadt,1150,"ABCA4, BEST1, CDH3, CTNNA1, DRAM2, ELOVL4, FSCN2, GUCA1B, IMPG1, IMPG2, MAPKAPK3, MFSD8, PRDM13, PROM1, PRPH2, RBP4, RDH12, RP1L1, RPGR, RPGRIP1, RS1, TIMP3",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1083_ExoNIM%C2%AE%20Dirigido%20a%20Distrofia%20macular%20y%20Enfermedad%20de%20Stargadt.xlsx?d=wcc20f1e7536d452aba63b71fd7c9ca10&csf=1&web=1&e=v85oQ7
SI,2023-06-25 00:00:00,APPROVED,4.0,EXN1168,ExoNIM® Dirigido a Distrofias de retina GLOBAL,1300,"ABCA4, ABHD12, ACBD5, ADAM9, ADGRA3, ADGRV1, ADIPOR1, AGBL5, AHI1, AHR, AIPL1, AMACR, ARHGEF18, ARL13B, ARL2BP, ARL3, ARL6, ARMC9, ARSG, ATF6, B9D1, B9D2, BBIP1, BBS1, BBS10, BBS12, BBS2, BBS4, BBS5, BBS7, BBS9, BEST1, C1QTNF5, C2CD3, CA4, CABP4, CACNA1F, CACNA2D4, CC2D2A, CCDC28B, CDH23, CDH3, CDHR1, CEP104, CEP120, CEP250, CEP290, CEP41, CEP78, CERKL, CFAP418, CHM, CIB2, CLCC1, CLN3, CLRN1, CNGA1, CNGA3, CNGB1, CNGB3, CNNM4, CPLANE1, CRB1, CRX, CSPP1, CTNNA1, CWC27, CYP4V2, DHDDS, DHX38, DRAM2, ELOVL4, EMC1, ENSA, ESPN, EYS, FAM149B1, FAM161A, FLVCR1, FSCN2, GDF6, GNAT1, GNAT2, GNB3, GPR179, GRK1, GRM6, GUCA1A, GUCA1B, GUCY2D, HARS1, HGSNAT, HK1, HKDC1, HYLS1, IDH3A, IDH3B, IFT140, IFT172, IFT27, IFT43, IFT74, IMPDH1, IMPG1, IMPG2, INPP5E, IQCB1, KATNIP, KCNJ13, KCNV2, KIAA0586, KIAA0753, KIAA1549, KIF3B, KIF7, KIZ, KLHL7, LCA5, LRAT, LRIT3, LZTFL1, MAK, MAPKAPK3, MERTK, MFSD8, MKKS, MKS1, MVK, MYO7A, NEK2, NEUROD1, NMNAT1, NPHP1, NPHP4, NR2E3, NRL, NYX, OFD1, OPN1LW, OPN1MW, PCARE, PCDH15, PCYT1A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDZD7, PIBF1, PITPNM3, PLK4, POC1B, POMGNT1, PRCD, PRDM13, PROM1, PROS1, PRPF3, PRPF31, PRPF4, PRPF6, PRPF8, PRPH, PRPH2, RAB28, RAX2, RBP3, RBP4, RCBTB1, RD3, RDH12, RDH5, REEP6, RGR, RGS9, RHO, RIMS1, RLBP1, ROM1, RP1, RP1L1, RP2, RP9, RPE65, RPGR, RPGRIP1, RPGRIP1L, RS1, SAG, SAMD11, SCAPER, SCLT1, SDCCAG8, SEMA4A, SLC24A1, SLC7A14, SNRNP200, SPATA7, SPP2, SUFU, TCTN1, TCTN2, TCTN3, TIMP3, TLCD3B, TMEM107, TMEM138, TMEM216, TMEM218, TMEM231, TMEM237, TMEM67, TOGARAM1, TOPORS, TRAF3IP1, TRIM32, TRNT1, TRPM1, TTC21B, TTC8, TTLL5, TUB, TUBB4B, TUBGCP4, TUBGCP6, TULP1, UNC119, USH1C, USH1G, USH2A, USP45, WDPCP, WDR19, WHRN, ZNF408, ZNF423, ZNF513",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1168_ExoNIM%C2%AE%20Dirigido%20a%20Distrofias%20de%20retina%20GLOBAL.xlsx?d=w3cb560be3cbc4b168fc3eb7032e8b775&csf=1&web=1&e=9WbVJl
SI,2023-06-25 00:00:00,APPROVED,3.0,EXN1180,ExoNIM® Dirigido a Ceguera nocturna estacionaria,1150,"CABP4, CACNA1F, CACNA2D4, GNAT1, GNB3, GPR179, GRK1, GRM6, GUCY2D, LRIT3, NYX, PDE6B, RBP4, RDH5, RHO, RLBP1, RPE65, SAG, SLC24A1, TRPM1",Oftalmología(1),Oftalmología,OFTALMOLOGÍA,,https://nimgenetics.sharepoint.com/:x:/r/sites/DDocumentacion2/Catlogo%20Corporativo/Revisiones%20alcance%20flexible/Oftalmologia/V3_EXN1180_ExoNIM%C2%AE%20Dirigido%20a%20Ceguera%20nocturna%20estacionaria.xlsx?d=w39ce747e96fc44efa43dc54f5775ecfc&csf=1&web=1&e=dbNcmO
